,Barrio,acc_transito,homicidios,hurto_autos_x,hurto_comercial,hurto_autos_y,hurto_financieras,hurto_motos,conteo_hurto_residencial,conteo_lesiones_personales,conteo_pirateria,hurto_personas
296,EL ENSUEÑO E-19,1.0,2.0,,8.0,,,5.0,2.0,7.0,,57.0
297,VILLA ALSACIA E-8,1.0,,24.0,28.0,24.0,,8.0,15.0,16.0,,111.0
298,PINO ALTO E-11,1.0,,,1.0,,,,1.0,,,
299,ESCUELA MILITAR E-12,1.0,,,3.0,,,,3.0,29.0,,27.0
300,EL PROGRESO II E-5,1.0,,1.0,,1.0,,1.0,6.0,11.0,,11.0
301,ANTIGUO COUNTRY E-2,1.0,,,69.0,,,,6.0,9.0,,288.0
302,BOSQUES DE MODELIA E-9,1.0,,,1.0,,,,1.0,,,29.0
303,LA FLORIDA OCCIDENTAL E-14,1.0,,,1.0,,,,,,,
304,JUAN JOSE RONDON E-4,1.0,,,2.0,,,,1.0,3.0,,3.0
305,VEINTE DE JULIO E-4,1.0,,8.0,102.0,8.0,,5.0,5.0,42.0,,140.0
306,SANTA ANA SUR E-4,1.0,,2.0,2.0,2.0,,1.0,3.0,,,11.0
307,LA FLORIDA SECTOR I E-14,1.0,,,,,,,,,,
308,LOS MOLINOS DEL SUR E-18,1.0,,,6.0,,,4.0,7.0,5.0,,67.0
309,ISLA DEL SOL E-6,1.0,,,16.0,,,2.0,7.0,11.0,1.0,26.0
310,VILLA ANNY E-7,1.0,,,2.0,,,,2.0,9.0,,10.0
311,MODELO SUR E-4,1.0,,1.0,8.0,1.0,,,2.0,6.0,,18.0
312,METROPOLIS OCCIDENTAL E-10,1.0,,1.0,6.0,1.0,,,1.0,,,6.0
313,EL MINUTO DE MARÍA E-19,1.0,,,3.0,,,,,6.0,,
314,ABRAHAM LINCON E-6,1.0,,,12.0,,,1.0,4.0,16.0,,29.0
315,EL CHARCO I E-9,1.0,,,9.0,,,1.0,2.0,8.0,,19.0
316,POLO CLUB E-12,1.0,1.0,3.0,43.0,3.0,,6.0,7.0,9.0,,204.0
317,EL RINCON E-11,1.0,3.0,1.0,9.0,1.0,,14.0,11.0,33.0,,38.0
318,MONTEVIDEO E-9,1.0,2.0,3.0,49.0,3.0,,1.0,,5.0,,34.0
319,LA LIBERTAD E-7,1.0,2.0,4.0,9.0,4.0,,7.0,12.0,17.0,,24.0
320,CIUDAD KENNEDY NORTE E-8,1.0,,3.0,10.0,3.0,,4.0,7.0,11.0,,48.0
321,ISLA DEL SOL E-19,1.0,,1.0,3.0,1.0,,,,5.0,,5.0
322,CAMELIA SUR E-16,1.0,2.0,2.0,1.0,2.0,,1.0,,,,4.0
323,KASANDRA E-9,1.0,,,4.0,,,1.0,5.0,3.0,,4.0
324,EL PARAISO E-2,1.0,,2.0,4.0,2.0,,,2.0,5.0,,8.0
325,SAN FELIPE E-12,1.0,1.0,1.0,38.0,1.0,,1.0,3.0,7.0,,135.0
326,PRIMAVERA NUEVA E-16,1.0,,2.0,8.0,2.0,,2.0,3.0,6.0,,11.0
327,CIUDADELA COLSUBSIDIO E-10,1.0,,17.0,25.0,17.0,,6.0,6.0,14.0,,98.0
328,SURAMERICA E-4,1.0,,2.0,4.0,2.0,,1.0,4.0,5.0,,20.0
329,JOSE ANTONIO GALAN E-7,1.0,3.0,2.0,7.0,2.0,,2.0,5.0,20.0,,29.0
330,LOS ANGELES E-10,1.0,,1.0,13.0,1.0,,1.0,11.0,8.0,,30.0
331,FATIMA E-6,,14.0,3.0,16.0,3.0,,2.0,4.0,20.0,,61.0
332,EL PORVENIR E-7,,5.0,5.0,12.0,5.0,,10.0,13.0,16.0,,57.0
333,DIANA TURBAY E-18,,5.0,3.0,14.0,3.0,,15.0,15.0,26.0,,65.0
334,LAS CRUCES E-3,,5.0,2.0,28.0,2.0,,1.0,12.0,36.0,,107.0
335,EL MUELLE E-10,,5.0,5.0,18.0,5.0,,8.0,10.0,18.0,,25.0
336,LA PAZ E-18,,5.0,,,,,4.0,6.0,24.0,,22.0
337,ARABIA E-19,,5.0,,2.0,,,,4.0,12.0,,4.0
338,PERDOMO E-19,,4.0,10.0,28.0,10.0,,4.0,7.0,19.0,2.0,65.0
339,LA PRADERA E-19,,4.0,1.0,,1.0,,,1.0,,,
340,CANDELARIA III-IV E-19,,4.0,3.0,15.0,3.0,,6.0,3.0,20.0,1.0,36.0
341,VILLA GLORIA E-19,,4.0,,4.0,,,1.0,2.0,2.0,,
342,LOS ALMENDROS E-8,,4.0,2.0,7.0,2.0,,3.0,2.0,11.0,,4.0
343,LA ESTRELLA DEL SUR E-19,,4.0,2.0,11.0,2.0,,4.0,6.0,16.0,,21.0
344,COMPOSTELA I E-5,,4.0,1.0,2.0,1.0,,3.0,2.0,4.0,,2.0
345,SANTA RITA E-11,,4.0,,6.0,,,4.0,8.0,20.0,,15.0
346,EL PARAISO E-19,,4.0,1.0,4.0,1.0,,4.0,9.0,28.0,,11.0
347,LOMBARDIA E-11,,4.0,4.0,4.0,4.0,,6.0,13.0,3.0,,54.0
348,URB. NUEVA ZELANDIA E-11,,4.0,5.0,3.0,5.0,,2.0,6.0,8.0,,28.0
349,DANUBIO AZUL E-5,,4.0,2.0,19.0,2.0,,7.0,14.0,33.0,,33.0
350,MEISSEN E-19,,4.0,,5.0,,,2.0,3.0,20.0,,50.0
351,SAN BERNARDO E-3,,4.0,,31.0,,,,12.0,20.0,,120.0
352,VILLA DIANA E-4,,4.0,,3.0,,,,,7.0,,4.0
353,EL CORZO E-7,,3.0,7.0,14.0,7.0,,9.0,20.0,25.0,,34.0
354,CONJUNTO URBANO LA PRIMAVERA E-16,,3.0,1.0,1.0,1.0,,1.0,,3.0,,3.0
355,SANTA FE E-7,,3.0,3.0,4.0,3.0,,9.0,9.0,10.0,,22.0
356,SANTA LUCIA E-18,,3.0,4.0,32.0,4.0,,2.0,10.0,17.0,1.0,87.0
357,LA INDEPENDENCIA E-7,,3.0,,9.0,,,4.0,9.0,15.0,,15.0
358,LA AMISTAD E-7,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0
359,RINCON DE LA ESTANCIA E-19,,3.0,,,,,,,,,
360,PROGRESO II SECTOR LA REFORMA E-5,,3.0,,1.0,,,1.0,11.0,5.0,,7.0
361,EL MINUTO DE MARIA E-19,,3.0,2.0,,2.0,,1.0,,,,
362,GRAN BRITALIA E-8,,3.0,8.0,28.0,8.0,,14.0,23.0,52.0,,97.0
363,LA FLORA ALTA E-4,,3.0,,,,,,,4.0,,
364,MARSELLA E-8,,3.0,17.0,110.0,17.0,1.0,8.0,17.0,13.0,,141.0
365,SANTO DOMINGO E-19,,3.0,2.0,3.0,2.0,,,,6.0,,7.0
366,MARIA PAZ E-8,,3.0,4.0,27.0,4.0,,5.0,14.0,38.0,,142.0
367,EL MOCHUELO ORIENTAL E-19,,3.0,3.0,10.0,3.0,,,5.0,14.0,,8.0
368,QUIBA E-19,,3.0,2.0,12.0,2.0,,4.0,7.0,31.0,,12.0
369,EL RECUERDO SUR E-19,,3.0,,,,,,1.0,,,
370,GONZALO JIMENEZ E-7,,3.0,,9.0,,,4.0,3.0,4.0,,15.0
371,LA GAITANA E-11,,3.0,3.0,25.0,3.0,,11.0,10.0,53.0,,99.0
372,LAS HUERTAS E-19,,3.0,,,,,,3.0,2.0,,
373,JUAN PABLO II E-19,,3.0,1.0,5.0,1.0,,3.0,5.0,28.0,,13.0
374,CATALINA E-8,,2.0,4.0,4.0,4.0,,6.0,13.0,11.0,,29.0
375,JUAN JOSE RONDON E-19,,2.0,,,,,2.0,9.0,,,15.0
376,NUEVO CORINTO E-11,,2.0,,,,,2.0,7.0,2.0,,8.0
377,PATIO BONITO II SECTOR E-8,,2.0,3.0,7.0,3.0,,4.0,11.0,6.0,,97.0
378,LOS NARANJOS EL RETAZO E-7,,2.0,,3.0,,,11.0,6.0,15.0,,32.0
379,DINDALITO E-8,,2.0,6.0,30.0,6.0,,24.0,22.0,36.0,,80.0
380,LOS GRUPOS E-19,,2.0,,,,,,,1.0,,
381,GRANJAS DE SAN PABLO E-18,,2.0,,5.0,,,5.0,5.0,17.0,,44.0
382,QUIROGA IHS ETAPA E-18,,2.0,5.0,32.0,5.0,,13.0,13.0,40.0,,88.0
383,EL TESORO E-19,,2.0,,1.0,,,,2.0,9.0,,12.0
384,PALERMO SUR E-18,,2.0,,8.0,,,3.0,5.0,10.0,,9.0
385,CIUDAD GALAN E-8,,2.0,4.0,1.0,4.0,,3.0,4.0,2.0,,21.0
386,FLORIDA BLANCA E-10,,2.0,6.0,30.0,6.0,,1.0,8.0,19.0,,57.0
387,LUCERO BAJO E-19,,2.0,,30.0,,,10.0,7.0,11.0,,49.0
388,VISTA HERMOSA E-19,,2.0,,3.0,,,2.0,4.0,10.0,,8.0
389,ALTO DE LA CRUZ E-19,,2.0,,,,,,,1.0,,
390,REMANSO II SECTOR E-16,,2.0,,5.0,,,2.0,2.0,1.0,,8.0
391,MANDALAY ETAPA C ZONA 73 E-8,,2.0,,2.0,,,,,1.0,,10.0
392,LAS LOMAS E-18,,2.0,1.0,2.0,1.0,,2.0,5.0,12.0,,19.0
393,VILLA GLADIS E-10,,2.0,2.0,7.0,2.0,,,4.0,8.0,,21.0
394,GARCES NAVAS E-10,,2.0,15.0,24.0,15.0,,8.0,33.0,25.0,,79.0
395,TINTAL E-8,,2.0,13.0,28.0,13.0,,24.0,16.0,15.0,,51.0
396,AURES I E-11,,2.0,1.0,7.0,1.0,,5.0,13.0,1.0,,41.0
397,EL AMPARO E-8,,2.0,1.0,18.0,1.0,,8.0,6.0,25.0,,38.0
398,BUENA VISTA E-8,,2.0,,,,,,,,,
399,EL PARAISO E-8,,2.0,,1.0,,,2.0,3.0,,,10.0
400,DANUBIO II E-5,,2.0,,4.0,,,,4.0,5.0,,6.0
401,VISTA HERMOSA SECTOR EL CAPRI E-19,,2.0,,1.0,,,,1.0,3.0,,
402,HOLANDA E-7,,2.0,,3.0,,,2.0,1.0,1.0,,6.0
403,NUEVA YORK E-8,,2.0,1.0,5.0,1.0,,2.0,1.0,4.0,,15.0
404,SANTA CECILIA E-1,,2.0,,7.0,,,5.0,1.0,6.0,,5.0
405,ALFONSO LOPEZ E-5,,2.0,1.0,10.0,1.0,,4.0,11.0,24.0,,26.0
406,FONTIBON E-9,,2.0,2.0,1.0,2.0,,7.0,7.0,,2.0,104.0
407,LOS TRES REYES - I ETAPA E-19,,2.0,,3.0,,,4.0,2.0,4.0,,
408,SAN JORGE E-18,,2.0,4.0,11.0,4.0,,8.0,3.0,21.0,,49.0
409,VILLA GLADYS E-10,,2.0,1.0,3.0,1.0,,4.0,3.0,4.0,,10.0
410,MARIA CANO E-19,,2.0,,,,,3.0,2.0,,,2.0
411,ARRAYANES E-4,,2.0,,,,,,,3.0,,
412,BELLAVISTA E-8,,2.0,1.0,6.0,1.0,,1.0,,8.0,,15.0
413,EL CODITO E-1,,2.0,1.0,5.0,1.0,,1.0,6.0,15.0,,23.0
414,EL VERBENAL E-1,,2.0,3.0,,3.0,1.0,6.0,19.0,,,79.0
415,SAN RAFAEL SUR E-19,,2.0,,3.0,,,3.0,4.0,6.0,,3.0
416,BRASIL II SECTOR II ETAPA E-7,,2.0,1.0,5.0,1.0,,4.0,12.0,13.0,,17.0
417,CAMPO HERMOSO E-8,,2.0,,3.0,,,4.0,5.0,3.0,,7.0
418,LAS FERIAS E-10,,2.0,14.0,90.0,14.0,,19.0,5.0,23.0,,166.0
419,UNIR I E-10,,2.0,,2.0,,,1.0,1.0,1.0,,5.0
420,EL DORADO E-3,,2.0,,3.0,,,,2.0,13.0,,12.0
421,SAN ANDRES DE LOS ALTOS E-5,,2.0,,3.0,,,,1.0,4.0,,2.0
422,SAN VICENTE E-4,,2.0,1.0,5.0,1.0,,4.0,,8.0,,15.0
423,EL MIRADOR E-19,,2.0,,3.0,,,1.0,1.0,13.0,,4.0
424,CALANDAIMA E-8,,2.0,2.0,8.0,2.0,,7.0,5.0,11.0,,22.0
425,PUERTA AL LLANO E-5,,2.0,,7.0,,,,5.0,9.0,,
426,EL PORVENIR E-5,,2.0,5.0,60.0,5.0,,3.0,4.0,21.0,,93.0
427,SAN JOSE SPRING E-11,,2.0,1.0,7.0,1.0,,,5.0,2.0,,32.0
428,LOS LAURELES E-7,,1.0,4.0,13.0,4.0,,8.0,5.0,25.0,,23.0
429,MIRAFLORES E-4,,1.0,,,,,,,,,2.0
430,EL PINO E-11,,1.0,1.0,5.0,1.0,,6.0,6.0,6.0,,36.0
431,SAN PEDRO DE TIBABUYES E-11,,1.0,,1.0,,,,6.0,4.0,,11.0
432,LA GUACA E-16,,1.0,3.0,2.0,3.0,,,1.0,1.0,,13.0
433,PIAMONTE E-7,,1.0,,9.0,,,2.0,1.0,19.0,,12.0
434,SAN JOSE DE BAVARIA E-8,,1.0,,2.0,,,1.0,,1.0,,
435,LLANO ORIENTAL E-7,,1.0,,,,,,,1.0,,
436,NUEVO SAN LUIS E-5,,1.0,,,,,,,1.0,,2.0
437,LOS SAUCES E-7,,1.0,1.0,6.0,1.0,,,1.0,3.0,,10.0
438,EL ESPINO E-5,,1.0,,,,,,,2.0,,
439,PRADO PINZON E-11,,1.0,4.0,26.0,4.0,,,10.0,9.0,,93.0
440,RINCON DE SUBA E-11,,1.0,4.0,9.0,4.0,,2.0,19.0,3.0,,62.0
441,VILLA HERMOSA E-11,,1.0,1.0,2.0,1.0,,5.0,4.0,6.0,,
442,ENGATIVA E-10,,1.0,4.0,86.0,4.0,,21.0,28.0,27.0,,240.0
443,ALAMEDA E-3,,1.0,,12.0,,,1.0,1.0,7.0,,91.0
444,EL BOSQUE E-5,,1.0,,2.0,,,,1.0,5.0,,3.0
445,LISBOA E-10,,1.0,,,,,,,,,
446,SAN ISIDRO SECTOR CERRITO I E-19,,1.0,,,,,,,,,
447,SAN CARLOS E-8,,1.0,,2.0,,,,2.0,,,
448,PASO ANCHO E-7,,1.0,2.0,4.0,2.0,,2.0,2.0,6.0,,6.0
449,ANTONIA SANTOS E-7,,1.0,1.0,5.0,1.0,,4.0,4.0,2.0,,19.0
450,BRASILIA SUR E-5,,1.0,,1.0,,,,,4.0,,3.0
451,SANTA ISABEL OCCIDENTAL E-16,,1.0,4.0,1.0,4.0,,2.0,1.0,,,10.0
452,LA ESPERANZA E-19,,1.0,,1.0,,,,1.0,1.0,,
453,LA MARIA E-19,,1.0,1.0,,1.0,,,2.0,1.0,,3.0
454,JARDINES DE LA LIBERTAD E-7,,1.0,,1.0,,,,,1.0,,
455,BARRANQUILLITA E-8,,1.0,1.0,,1.0,,1.0,2.0,1.0,,
456,URB. SAN PATRICIO E-1,,1.0,,24.0,,,,10.0,5.0,,138.0
457,ALTOS DE CHOZICA E-11,,1.0,,3.0,,,1.0,7.0,3.0,,22.0
458,LA AGUADITA E-11,,1.0,,,,,,,4.0,,2.0
459,FRANCISCO JOSE DE CALDAS E-8,,1.0,,16.0,,,2.0,1.0,8.0,,14.0
460,CANODROMO E-11,,1.0,3.0,11.0,3.0,,,1.0,6.0,,57.0
461,BOSQUE DE LOS PINOS E-1,,1.0,,2.0,,,,1.0,4.0,,3.0
462,ESCOCIA E-7,,1.0,5.0,23.0,5.0,,11.0,20.0,27.0,,23.0
463,CASA REY E-5,,1.0,,,,,1.0,,1.0,,2.0
464,CAMPO ALEGRE E-8,,1.0,,1.0,,,,,,,
465,SANTA VIVIANA E-19,,1.0,,,,,1.0,5.0,13.0,,4.0
466,LORENZO ALCANTUZ I SECTOR E-5,,1.0,,1.0,,,,,2.0,,
467,SANTA SOFIA SUR E-18,,1.0,,,,,,,1.0,,
468,CARVAJAL E-8,,1.0,11.0,74.0,11.0,,7.0,9.0,14.0,,99.0
469,VITELMA E-4,,1.0,1.0,2.0,1.0,,3.0,4.0,14.0,,14.0
470,CALVO SUR E-4,,1.0,,3.0,,,1.0,5.0,8.0,,14.0
471,SANTA ROSA SUR E-19,,1.0,,1.0,,,,2.0,2.0,,
472,EL EDEN E-19,,1.0,,,,,1.0,,,,
473,SAN LUIS ALTOS DEL CABO E-2,,1.0,,5.0,,,,3.0,16.0,,5.0
474,PREDIOS LOS PANTANOS E-8,,1.0,,,,,,,,,
475,MADELENA I Y II SECTOR E-19,,1.0,10.0,18.0,10.0,,21.0,14.0,12.0,,107.0
476,MACARENA E-9,,1.0,,6.0,,,,,10.0,,5.0
477,ESTACION CENTRAL E-16,,1.0,3.0,,3.0,,4.0,3.0,,1.0,107.0
478,GIRARDOT E-3,,1.0,,,,,1.0,3.0,7.0,,11.0
479,SANTA CATALINA E-8,,1.0,1.0,8.0,1.0,,4.0,2.0,18.0,,12.0
480,JORGE ELIECER GAITAN E-12,,1.0,5.0,16.0,5.0,,2.0,4.0,7.0,,42.0
481,LOS LACHES E-3,,1.0,,3.0,,,1.0,1.0,10.0,,15.0
482,SORATAMA E-1,,1.0,,,,,,2.0,5.0,,
483,RINCON DE BRITALIA E-11,,1.0,,10.0,,,,,25.0,,
484,TURINGIA E-11,,1.0,1.0,51.0,1.0,,1.0,5.0,2.0,,14.0
485,LAS BRISAS E-19,,1.0,1.0,3.0,1.0,,1.0,8.0,13.0,,9.0
486,LOS PINOS E-4,,1.0,,,,,,,1.0,,
487,GRAN COLOMBIANO E-8,,1.0,1.0,6.0,1.0,,,4.0,8.0,,12.0
488,LAS QUINTAS DEL SUR E-19,,1.0,1.0,6.0,1.0,,2.0,4.0,12.0,,12.0
489,LA CECILIA E-8,,1.0,,1.0,,,,1.0,3.0,,4.0
490,MONTERREY E-19,,1.0,,,,,,,4.0,,
491,LA BELLEZA E-4,,1.0,1.0,4.0,1.0,,,3.0,6.0,,10.0
492,LA RIVIERA E-10,,1.0,2.0,4.0,2.0,,3.0,6.0,6.0,,18.0
493,AUTOPISTA NORTE I SECTOR E-1,,1.0,,1.0,,,,,,,12.0
494,CORABASTOS E-8,,1.0,2.0,26.0,2.0,,1.0,1.0,21.0,,91.0
495,VILLA EMMA E-7,,1.0,,1.0,,,1.0,1.0,4.0,,2.0
496,EL ROSARIO E-8,,1.0,,1.0,,,,,1.0,,
497,LA CONEJERA II ETAPA E-11,,1.0,,3.0,,,,,1.0,,7.0
498,BELLAVISTA SUR ORIENTAL E-4,,1.0,1.0,,1.0,,,3.0,2.0,,4.0
499,MONACO E-11,,1.0,,3.0,,1.0,,9.0,1.0,,70.0
500,SANTA INES E-4,,1.0,1.0,7.0,1.0,,,8.0,21.0,,22.0
501,LA PAZ II Y III E-7,,1.0,,,,,,,,,
502,BRASILIA I SECTOR E-7,,1.0,2.0,18.0,2.0,,16.0,15.0,10.0,,33.0
503,SAN VICTORINO E-14,,1.0,1.0,11.0,1.0,,2.0,2.0,10.0,,125.0
504,CALATRAVA E-11,,1.0,,1.0,,,,1.0,1.0,,
505,TOCAIMITA ORIENTAL E-5,,1.0,,,,,,1.0,5.0,,
506,BELLA FLOR SUR E-19,,1.0,,1.0,,,,2.0,1.0,,
507,SAN JOSE ORIENTAL E-4,,1.0,1.0,2.0,1.0,,,1.0,8.0,,
508,BARRANCAS E-1,,1.0,4.0,18.0,4.0,,3.0,19.0,10.0,,44.0
509,MAZUREN I SECTOR E-11,,1.0,10.0,17.0,10.0,,,8.0,11.0,,169.0
510,ALQUERIA DE LAFRAGUA SECTOR PARAISO E-8,,1.0,1.0,1.0,1.0,,1.0,1.0,,,
511,VILLA SONIA E-7,,1.0,,1.0,,,,,,,2.0
512,MORAVIA  C-4,,1.0,,1.0,,,,1.0,3.0,,
513,SOTAVENTO E-19,,1.0,3.0,4.0,3.0,,3.0,6.0,5.0,,12.0
514,SAN PEDRO E-4,,1.0,,2.0,,,4.0,,9.0,,
515,EL MATORRAL SAN BERNARDINO E-7,,1.0,,2.0,,,,,3.0,,2.0
516,EL REFUGIO DE SAN ANTONIO E-1,,1.0,,,,,1.0,1.0,1.0,,
517,SANTA MATILDE E-16,,1.0,7.0,,7.0,,4.0,8.0,,,33.0
518,VILLA LUCY E-11,,1.0,,,,,,,,,
519,SAN CRISTOBAL NORTE E-1,,1.0,,11.0,,1.0,6.0,10.0,8.0,,61.0
520,VILLA DEL MAR E-10,,1.0,4.0,5.0,4.0,,4.0,10.0,9.0,,21.0
521,SALITRE PLAZA E-9,,1.0,2.0,39.0,2.0,,1.0,,1.0,,41.0
522,JOSE MARIA CARBONEL I Y II ETAPA E-7,,1.0,,1.0,,,3.0,2.0,4.0,,11.0
523,LA ESPERANZA I SECTOR E-5,,1.0,,,,,,,,,
524,AMALFI E-9,,1.0,,1.0,,,,,1.0,,
525,PORTALES DEL NORTE E-11,,1.0,3.0,10.0,3.0,,,7.0,9.0,,33.0
526,RINCON DE BOYACA E-11,,1.0,,,,,,,4.0,,
527,SAN PABLO E-7,,1.0,,12.0,,,3.0,7.0,20.0,,30.0
528,EL ROCIO E-3,,1.0,1.0,1.0,1.0,,2.0,2.0,23.0,,9.0
529,LAGO DE SUBA E-11,,1.0,1.0,,1.0,,,7.0,3.0,,19.0
530,CIUDAD BERNA E-15,,1.0,4.0,9.0,4.0,,4.0,4.0,5.0,,33.0
531,EL OLIVO E-8,,1.0,,1.0,,,1.0,1.0,,,
532,VILLA DE LOS SAUCES E-8,,1.0,,,,,1.0,1.0,1.0,,
533,VER. MOYA,,1.0,,,,,,,,,
534,SANTA ANA E-4,,1.0,1.0,,1.0,1.0,,2.0,,,
535,EL CHICO E-2,,1.0,,2.0,,,,2.0,,,42.0
536,LA PERLA E-10,,1.0,,,,,,3.0,1.0,,
537,VEREDA PASQUILLA E-19,,1.0,,,,,,1.0,,,
538,CEDRO NORTE E-1,,1.0,1.0,19.0,1.0,,,,1.0,,13.0
539,SAN CAYETANO E-10,,1.0,,18.0,,,,,,,7.0
540,EL PESEBRE E-18,,1.0,1.0,,1.0,,1.0,3.0,,,13.0
541,SANTANDER E-15,,1.0,4.0,,4.0,,6.0,6.0,,,64.0
542,OSORIO HSI E-7,,1.0,,1.0,,,,1.0,,,7.0
543,NARIÑO SUR E-4,,1.0,1.0,8.0,1.0,,1.0,6.0,6.0,,19.0
544,LOURDES E-2,,1.0,,18.0,,,1.0,1.0,1.0,,8.0
545,EL RESTREPO E-15,,1.0,8.0,62.0,8.0,,5.0,11.0,31.0,,206.0
546,LA PRADERA NORTE E-1,,1.0,2.0,6.0,2.0,,1.0,9.0,,,51.0
547,REPUBLICA DE VENEZUELA E-19,,1.0,,,,,,,,,
548,BELLA FLOR E-19,,1.0,,2.0,,,3.0,2.0,11.0,,
549,SAN CAYETANO E-11,,1.0,1.0,7.0,1.0,,5.0,5.0,25.0,,21.0
550,EL PALMAR E-10,,1.0,,,,,,2.0,,,
551,EL CENTENARIO E-18,,1.0,1.0,21.0,1.0,,3.0,9.0,13.0,1.0,43.0
552,SANTAFE III SECTOR E-7,,1.0,1.0,1.0,1.0,,4.0,2.0,,,
553,LUIS LOPEZ DE MEZA E-18,,1.0,,,,,,,1.0,,4.0
554,SUMAPAZ E-20,,1.0,,,,,,,,,
555,SANTA BARBARA E-7,,1.0,,,,,,,,,
556,HORACIO ORJUELA E-4,,1.0,,1.0,,,,,2.0,,3.0
557,LAGO GAITAN E-2,,1.0,,37.0,,,1.0,2.0,9.0,,181.0
558,SANTA SOFIA E-12,,1.0,2.0,16.0,2.0,,4.0,7.0,5.0,,37.0
559,LAS BRISAS E-4,,1.0,1.0,6.0,1.0,,7.0,5.0,2.0,,17.0
560,LAS BRISAS E-8,,1.0,,,,,2.0,1.0,3.0,,4.0
561,POTOSI E-19,,1.0,1.0,6.0,1.0,,2.0,3.0,20.0,,15.0
562,SAN JOSE E-9,,1.0,,11.0,,,,2.0,4.0,,6.0
563,LUIS CARLOS GALAN E-10,,1.0,1.0,1.0,1.0,,,6.0,7.0,,23.0
564,BOSA CARBONEL II E-7,,1.0,1.0,10.0,1.0,,5.0,10.0,10.0,,53.0
565,OCHO DE DICIEMBRE E-19,,1.0,,,,,,,,,
566,CASABLANCA III E-8,,1.0,,1.0,,,,2.0,,,
567,BOSQUE DE SAN CARLOS E-18,,1.0,1.0,2.0,1.0,,1.0,3.0,5.0,,11.0
568,SAN AGUSTIN SUR E-18,,1.0,2.0,4.0,2.0,,1.0,6.0,12.0,,9.0
569,SOCIEGO E-4,,1.0,2.0,14.0,2.0,,6.0,,13.0,,62.0
570,GRAN GRANADA E-10,,1.0,9.0,25.0,9.0,,3.0,8.0,5.0,,53.0
571,SAN MIGUEL E-4,,1.0,,2.0,,,,1.0,3.0,,
572,CASTILLA E-8,,1.0,49.0,8.0,49.0,,19.0,30.0,3.0,1.0,119.0
573,LA PICOTA E-18,,1.0,,8.0,,,3.0,6.0,28.0,,24.0
574,LA CHUCUA E-8,,1.0,5.0,10.0,5.0,,5.0,8.0,9.0,,22.0
575,LOS NARANJOS E-7,,1.0,,3.0,,,1.0,1.0,5.0,,10.0
576,CANADA SECTOR LA GUIRA E-4,,1.0,,,,,1.0,,2.0,,4.0
577,MACARENA LOS ALPES E-4,,1.0,,,,,,,,,
578,CIUDAD GRANADA E-8,,1.0,,1.0,,,,1.0,2.0,,
579,VERONA E-19,,1.0,,7.0,,,3.0,4.0,10.0,,40.0
580,EL RINCON DE LOS ANGELES E-8,,1.0,,,,,,,2.0,,
581,JERUSALEN E-19,,1.0,2.0,4.0,2.0,,12.0,9.0,13.0,,17.0
582,CIUDAD MONTES E-16,,1.0,10.0,,10.0,,4.0,11.0,,,35.0
583,LOS COMUNEROS E-16,,1.0,2.0,17.0,2.0,,4.0,6.0,1.0,,89.0
584,EL REMANSO E-7,,1.0,1.0,4.0,1.0,,3.0,5.0,7.0,,6.0
585,GALAN RURAL E-8,,1.0,1.0,1.0,1.0,,2.0,2.0,4.0,,
586,MARANDU E-10,,1.0,3.0,7.0,3.0,,12.0,11.0,11.0,,26.0
587,LA CONCORDIA E-17,,1.0,,3.0,,,,2.0,9.0,,45.0
588,EL EJIDO E-16,,1.0,1.0,20.0,1.0,,4.0,1.0,13.0,,54.0
589,PRIMAVERA NORTE E-10,,1.0,2.0,15.0,2.0,,1.0,1.0,10.0,,17.0
590,VILLA EMILIA AMPARO II SECTOR E-8,,1.0,,,,,1.0,1.0,,,
591,SAN IGNACIO E-10,,1.0,2.0,15.0,2.0,,2.0,9.0,9.0,,100.0
592,LA FAENA E-10,,1.0,2.0,2.0,2.0,,2.0,8.0,8.0,,4.0
593,VISION DE COLOMBIA I E-8,,1.0,,1.0,,,2.0,1.0,1.0,,6.0
594,ISMAEL PERDOMO E-19,,1.0,,5.0,,,2.0,4.0,1.0,,38.0
595,COMPARTIR E-11,,1.0,5.0,2.0,5.0,,3.0,1.0,4.0,,26.0
596,JIMENEZ DE QUEZADA E-7,,1.0,1.0,14.0,1.0,,4.0,,3.0,,19.0
597,MIRADOR EL E-19,,1.0,,,,,,,,,
598,ALFONSO LOPEZ SECTOR CHARALA E-5,,1.0,,2.0,,,1.0,3.0,5.0,,12.0
599,LA HERRADURA E-4,,1.0,,,,,,,1.0,,5.0
600,EL REFUGIO E-5,,1.0,,1.0,,,1.0,,5.0,,
601,BOSQUE DE LOS COMUNEROS I ETAPA E-16,,1.0,,1.0,,,,,2.0,,6.0
602,ARBORIZADORA BAJA E-19,,1.0,5.0,5.0,5.0,,7.0,9.0,23.0,,40.0
603,GOVAROBA II E-18,,1.0,,,,,,,2.0,,
604,SANTA CECILIA I E-11,,1.0,1.0,4.0,1.0,,5.0,18.0,10.0,,16.0
605,EL RUBI II SECTOR E-8,,1.0,,,,,1.0,1.0,1.0,,
606,LILIANA E-5,,1.0,,1.0,,,,,,,
607,CIUDAD BACHUE E-10,,1.0,6.0,10.0,6.0,,,4.0,11.0,,17.0
